cognome;nome;note;cf;piva;tel;rf;Tipo Permesso;primo GG;Ultimo GG;ora inizio ;ora fine
Dan;Watson;;7l5p0j1mpe7p8b5b;;3922274929;970269;RC;18/04/2018;15/05/2018;00:00;23:59
Kylie;Simpson;;4bdv61cth2y5kkn0;;3922274929;721092;RC;18/04/2018;15/05/2018;00:00;23:59
Benjamin;Turner;;xy8nvrqmh3ig590d;;3922274929;595740;RC;18/04/2018;15/05/2018;00:00;23:59
Amanda;Payne;;ssd4khold394a4lm;;3922274929;731989;RC;18/04/2018;15/05/2018;00:00;23:59
Caroline;Alsop;;28dw5yy0erptryct;;3922274929;401005;RC;18/04/2018;15/05/2018;00:00;23:59
Phil;Piper;;9crpacfkz01n61jy;;3922274929;331050;RC;18/04/2018;15/05/2018;00:00;23:59
Joanne;MacDonald;;89tuncav7e4ynmvu;;3922274929;88616;RC;18/04/2018;15/05/2018;00:00;23:59
Anna;Hardacre;;qx7fothhsgoljweu;;3922274929;644020;RC;18/04/2018;15/05/2018;00:00;23:59
Jane;Baker;;gmemo6w162s0xlb5;;3922274929;543906;RC;18/04/2018;15/05/2018;00:00;23:59
Max;Terry;;guxcuv3hsi76eb0h;;3922274929;616475;RC;18/04/2018;15/05/2018;00:00;23:59
Victoria;Gray;;e53j437m61iqvsxf;;3922274929;802643;RC;18/04/2018;15/05/2018;00:00;23:59
Jasmine;Clarkson;;6r6ayfeuoe4d35hj;;3922274929;195237;RC;18/04/2018;15/05/2018;00:00;23:59
Anna;Bond;;4mavldx7ik0qgljy;;3922274929;422735;RC;18/04/2018;15/05/2018;00:00;23:59
Christopher;Hemmings;;sb60xqododbscs6x;;3922274929;830347;RC;18/04/2018;15/05/2018;00:00;23:59
Elizabeth;Gill;;u9llw73jivtx1lb2;;3922274929;965936;RC;18/04/2018;15/05/2018;00:00;23:59
Kimberly;Dowd;;ywryvs4fhnx5zo7g;;3922274929;427567;RC;18/04/2018;15/05/2018;00:00;23:59
Joan;Brown;;sqm6km2yr6ahirvp;;3922274929;248310;RC;18/04/2018;15/05/2018;00:00;23:59
Tracey;Ferguson;;qhy47o49xxm9mu54;;3922274929;482607;RC;18/04/2018;15/05/2018;00:00;23:59
Luke;Gibson;;ze6kc564v4vgspiv;;3922274929;709174;RC;18/04/2018;15/05/2018;00:00;23:59
Luke;Skinner;;1147gk6slikfy6xv;;3922274929;933361;RC;18/04/2018;15/05/2018;00:00;23:59
Deirdre;Fisher;;64e7oaqb9s4e2wx9;;3922274929;968756;RC;18/04/2018;15/05/2018;00:00;23:59
Madeleine;Underwood;;0t4ur8hqe01dk7hh;;3922274929;188057;RC;18/04/2018;15/05/2018;00:00;23:59
Audrey;Lee;;jupfc60i8c38ervv;;3922274929;484169;RC;18/04/2018;15/05/2018;00:00;23:59
Victor;Lawrence;;6rc9vg1ll7rftbv7;;3922274929;752447;RC;18/04/2018;15/05/2018;00:00;23:59
